Box Number,Sample Type,Species,Reagent,SampleID,Date Stockage,Notes,,,,,,,
PR-SER-A-1,Serum,Pteropus rufus,raw,TSI005,8/26/19,,,,,,,,
PR-SER-A-1,Serum,Pteropus rufus,raw,TSI007,8/26/19,,,,,,,,
PR-SER-A-1,Serum,Pteropus rufus,raw,TSI008,8/26/19,,,,,,,,
PR-SER-A-1,Serum,Pteropus rufus,raw,TSI009,8/26/19,,,,,,,,
PR-SER-A-1,Serum,Pteropus rufus,raw,TSI010,8/26/19,,,,,,,,
PR-SER-A-1,Serum,Pteropus rufus,raw,TSI011,8/26/19,,,,,,,,
PR-SER-A-1,Serum,Pteropus rufus,raw,TSI012,8/26/19,,,,,,,,
PR-SER-A-1,Serum,Pteropus rufus,raw,TSI013,8/26/19,,,,,,,,
PR-SER-A-1,Serum,Pteropus rufus,raw,TSI014,8/26/19,,,,,,,,
PR-SER-A-1,Serum,Pteropus rufus,raw,TSI015,8/26/19,,,,,,,,
PR-SER-A-1,Serum,Pteropus rufus,raw,TSI016,8/26/19,,,,,,,,
PR-SER-A-1,Serum,Pteropus rufus,raw,TSI017,8/26/19,,,,,,,,
PR-SER-A-2,Serum,Pteropus rufus,raw,TSI018,8/26/19,,,,,,,,
PR-SER-A-2,Serum,Pteropus rufus,raw,TSI019,8/26/19,,,,,,,,
PR-SER-A-2,Serum,Pteropus rufus,raw,TSI020,8/26/19,,,,,,,,
PR-SER-A-2,Serum,Pteropus rufus,raw,TSI021,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI004,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI005,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI007,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI008,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI009,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI010,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI011,8/26/19,two samples,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI011,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI012,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI013,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI014,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI015,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI016,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI017,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI018,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI019,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI020,8/26/19,,,,,,,,
PR-SER-B-1,Serum,Pteropus rufus,raw,TSI021,8/26/19,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,ETOH,TSI004,8/26/19,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,ETOH,TSI005,8/26/19,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,ETOH,TSI006,8/26/19,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,ETOH,TSI007,8/26/19,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,ETOH,TSI008,8/26/19,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,ETOH,TSI009,8/26/19,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,ETOH,TSI010,8/26/19,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,ETOH,TSI011,8/26/19,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,ETOH,TSI012,8/26/19,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,ETOH,TSI013,8/26/19,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,ETOH,TSI014,8/26/19,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,ETOH,TSI015,8/26/19,,,,,,,,
PR-WP-1,Wing Punch,Pteropus rufus,ETOH,TSI016,8/26/19,,,,,,,,
PR-WP-2,Wing Punch,Pteropus rufus,ETOH,TSI017,8/26/19,,,,,,,,
PR-WP-2,Wing Punch,Pteropus rufus,ETOH,TSI018,8/26/19,,,,,,,,
PR-WP-2,Wing Punch,Pteropus rufus,ETOH,TSI019,8/26/19,,,,,,,,
PR-WP-2,Wing Punch,Pteropus rufus,ETOH,TSI020,8/26/19,,,,,,,,
PR-WP-2,Wing Punch,Pteropus rufus,ETOH,TSI021,8/26/19,,,,,,,,
PR-TS-AL-1,Kidney,Pteropus rufus,Raw (aluminum),TSI014,8/26/19,rest of necropsy samples fell to bottom of tank,,,,,,,
PR-TS-AL-1,Intestines,Pteropus rufus,Raw (aluminum),TSI014,8/26/19,,,,,,,,
PR-TS-AL-1,Fetus,Pteropus rufus,Raw (aluminum),TSI013,8/26/19,,,,,,,,
PR-TS-RNL-1,Brain,Pteropus rufus,RNA-later,TSI014,8/26/19,,,,,,,,
PR-TS-RNL-1,Liver,Pteropus rufus,RNA-later,TSI014,8/26/19,,,,,,,,
PR-TS-RNL-1,Kidney,Pteropus rufus,RNA-later,TSI014,8/26/19,,,,,,,,
PR-TS-RNL-1,Spleen,Pteropus rufus,RNA-later,TSI014,8/26/19,,,,,,,,
PR-TS-RNL-1,Brain,Pteropus rufus,RNA-later,TSI013,8/26/19,,,,,,,,
PR-TS-RNL-1,Liver,Pteropus rufus,RNA-later,TSI013,8/26/19,,,,,,,,
PR-TS-RNL-1,Kidney,Pteropus rufus,RNA-later,TSI013,8/26/19,,,,,,,,
PR-TS-RNL-1,Spleen,Pteropus rufus,RNA-later,TSI013,8/26/19,,,,,,,,
PR-TS-PLN-1,Brain,Pteropus rufus,raw,TSI014,8/26/19,,,,,,,,
PR-TS-PLN-1,Liver,Pteropus rufus,raw,TSI014,8/26/19,,,,,,,,
PR-TS-PLN-1,Kidney,Pteropus rufus,raw,TSI014,8/26/19,,,,,,,,
PR-TS-PLN-1,Spleen,Pteropus rufus,raw,TSI014,8/26/19,,,,,,,,
PR-TS-PLN-1,Brain,Pteropus rufus,raw,TSI013,8/26/19,,,,,,,,
PR-TS-PLN-1,Liver,Pteropus rufus,raw,TSI013,8/26/19,,,,,,,,
PR-TS-PLN-1,Kidney,Pteropus rufus,raw,TSI013,8/26/19,,,,,,,,
PR-TS-PLN-1,Spleen,Pteropus rufus,raw,TSI013,8/26/19,,,,,,,,
ED-WP-3,Wing Punch,Eidolon dupreanum,ETOH,KEL348,8/26/19,,,,,,,,
ED-WP-3,Wing Punch,Eidolon dupreanum,ETOH,KEL349,8/26/19,,,,,,,,
ED-WP-3,Wing Punch,Eidolon dupreanum,ETOH,KEL350,8/26/19,,,,,,,,
ED-WP-3,Wing Punch,Eidolon dupreanum,ETOH,KEL351,8/26/19,,,,,,,,
ED-WP-3,Wing Punch,Eidolon dupreanum,ETOH,KEL352,8/26/19,,,,,,,,
ED-WP-3,Wing Punch,Eidolon dupreanum,ETOH,KEL353,8/26/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL354,8/26/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL355,8/26/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL356,8/26/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL357,8/26/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL358,8/26/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL359,8/26/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL360,8/26/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL362,8/26/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL363,8/26/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL364,8/26/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL365,8/26/19,,,,,,,,
ED-THR-3,Throat,Eidolon dupreanum,UTM,KEL348,8/26/19,,,,,,,,
ED-THR-3,Throat,Eidolon dupreanum,UTM,KEL349,8/26/19,,,,,,,,
ED-THR-3,Throat,Eidolon dupreanum,UTM,KEL350,8/26/19,,,,,,,,
ED-THR-3,Throat,Eidolon dupreanum,UTM,KEL351,8/26/19,,,,,,,,
ED-THR-3,Throat,Eidolon dupreanum,UTM,KEL352,8/26/19,,,,,,,,
ED-THR-3,Throat,Eidolon dupreanum,UTM,KEL353,8/26/19,,,,,,,,
ED-THR-4,Throat,Eidolon dupreanum,UTM,KEL354,8/26/19,,,,,,,,
ED-THR-4,Throat,Eidolon dupreanum,UTM,KEL355,8/26/19,,,,,,,,
ED-THR-4,Throat,Eidolon dupreanum,UTM,KEL356,8/26/19,,,,,,,,
ED-THR-4,Throat,Eidolon dupreanum,UTM,KEL357,8/26/19,,,,,,,,
ED-THR-4,Throat,Eidolon dupreanum,UTM,KEL358,8/26/19,,,,,,,,
ED-THR-4,Throat,Eidolon dupreanum,UTM,KEL359,8/26/19,,,,,,,,
ED-THR-4,Throat,Eidolon dupreanum,UTM,KEL360,8/26/19,,,,,,,,
ED-THR-4,Throat,Eidolon dupreanum,UTM,KEL362,8/26/19,,,,,,,,
ED-THR-4,Throat,Eidolon dupreanum,UTM,KEL363,8/26/19,,,,,,,,
ED-THR-4,Throat,Eidolon dupreanum,UTM,KEL364,8/26/19,,,,,,,,
ED-THR-4,Throat,Eidolon dupreanum,UTM,KEL365,8/26/19,,,,,,,,
ED-FEC-3,Feces,Eidolon dupreanum,UTM,KEL348,8/26/19,,,,,,,,
ED-FEC-3,Feces,Eidolon dupreanum,UTM,KEL349,8/26/19,,,,,,,,
ED-FEC-3,Feces,Eidolon dupreanum,UTM,KEL350,8/26/19,,,,,,,,
ED-FEC-3,Feces,Eidolon dupreanum,UTM,KEL351,8/26/19,,,,,,,,
ED-FEC-3,Feces,Eidolon dupreanum,UTM,KEL352,8/26/19,,,,,,,,
ED-FEC-4,Feces,Eidolon dupreanum,UTM,KEL353,8/26/19,,,,,,,,
ED-FEC-4,Feces,Eidolon dupreanum,UTM,KEL354,8/26/19,,,,,,,,
ED-FEC-4,Feces,Eidolon dupreanum,UTM,KEL355,8/26/19,,,,,,,,
ED-FEC-4,Feces,Eidolon dupreanum,UTM,KEL356,8/26/19,,,,,,,,
ED-FEC-4,Feces,Eidolon dupreanum,UTM,KEL357,8/26/19,,,,,,,,
ED-FEC-4,Feces,Eidolon dupreanum,UTM,KEL358,8/26/19,,,,,,,,
ED-FEC-4,Feces,Eidolon dupreanum,UTM,KEL359,8/26/19,,,,,,,,
ED-FEC-4,Feces,Eidolon dupreanum,UTM,KEL360,8/26/19,,,,,,,,
ED-FEC-4,Feces,Eidolon dupreanum,UTM,KEL362,8/26/19,,,,,,,,
ED-FEC-4,Feces,Eidolon dupreanum,UTM,KEL363,8/26/19,,,,,,,,
ED-FEC-4,Feces,Eidolon dupreanum,UTM,KEL364,8/26/19,,,,,,,,
ED-FEC-4,Feces,Eidolon dupreanum,UTM,KEL365,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL348,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL349,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL350,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL351,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL352,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL353,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL354,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL355,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL356,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL357,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL358,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL359,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL360,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL362,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL363,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL364,8/26/19,,,,,,,,
ED-RNA-BLD-5,Whole Blood,Eidolon dupreanum,RNA-protect,KEL365,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL348,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL349,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL350,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL351,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL351,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL353,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL354,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL355,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL356,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL357,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL358,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL359,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL360,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL362,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL363,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL364,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL365,8/26/19,,,,,,,,
ED-SER-A-4,Serum,Eidolon dupreanum,raw,KEL348,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL349,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL350,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL351,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL351,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL353,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL354,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL355,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL356,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL357,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL358,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL359,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL360,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL362,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL363,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL364,8/26/19,,,,,,,,
ED-SER-B-4,Serum,Eidolon dupreanum,raw,KEL365,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL348,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL349,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL350,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL351,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL351,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL353,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL354,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL355,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL356,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL357,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL358,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL359,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL360,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL362,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL363,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL364,8/26/19,,,,,,,,
ED-EDTA-PEL-2,Blood Pellet,Eidolon dupreanum,EDTA,KEL365,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL348,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL349,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL350,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL351,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL351,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL353,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL354,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL355,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL356,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL357,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL358,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL359,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL360,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL362,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL363,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL364,8/26/19,,,,,,,,
ED-EDTA-PLAS-2,Plasma,Eidolon dupreanum,EDTA,KEL365,8/26/19,,,,,,,,
ED-UR-2,Urine,Eidolon dupreanum,UTM,KEL350,8/26/19,,,,,,,,
ED-UR-2,Urine,Eidolon dupreanum,UTM,KEL349,8/26/19,,,,,,,,
ED-UR-2,Urine,Eidolon dupreanum,UTM,KEL352,8/26/19,,,,,,,,
ED-TS-AL-3,Gonads,Eidolon dupreanum,Raw (aluminum),KEL348,8/26/19,,,,,,,,
ED-TS-AL-3,Brain,Eidolon dupreanum,Raw (aluminum),KEL348,8/26/19,,,,,,,,
ED-TS-AL-3,Intestines,Eidolon dupreanum,Raw (aluminum),KEL348,8/26/19,,,,,,,,
ED-TS-AL-3,Liver,Eidolon dupreanum,Raw (aluminum),KEL348,8/26/19,,,,,,,,
ED-TS-AL-3,Kidney,Eidolon dupreanum,Raw (aluminum),KEL348,8/26/19,,,,,,,,
ED-TS-RNL-3,Brain,Eidolon dupreanum,RNA-later,KEL348,8/26/19,,,,,,,,
ED-TS-RNL-3,Liver,Eidolon dupreanum,RNA-later,KEL348,8/26/19,,,,,,,,
ED-TS-RNL-3,Kidney,Eidolon dupreanum,RNA-later,KEL348,8/26/19,,,,,,,,
ED-TS-RNL-3,Spleen,Eidolon dupreanum,RNA-later,KEL348,8/26/19,,,,,,,,
ED-TS-PLN-2,Brain,Eidolon dupreanum,raw,KEL348,8/26/19,,,,,,,,
ED-TS-PLN-2,Liver,Eidolon dupreanum,raw,KEL348,8/26/19,,,,,,,,
ED-TS-PLN-2,Kidney,Eidolon dupreanum,raw,KEL348,8/26/19,,,,,,,,
ED-TS-PLN-2,Spleen,Eidolon dupreanum,raw,KEL348,8/26/19,,,,,,,,
RM-UR-1,Urine,Rousettus madagascariensis,UTM,MIZ453,8/23/19,,,,,,,,
RM-UR-1,Urine,Rousettus madagascariensis,UTM,MIZ454,8/23/19,,,,,,,,
RM-UR-1,Urine,Rousettus madagascariensis,UTM,MIZ464,8/23/19,,,,,,,,
RM-UR-1,Urine,Rousettus madagascariensis,UTM,ROU095,8/23/19,,,,,,,,
RM-UR-1,Urine,Rousettus madagascariensis,UTM,ROU102,8/23/19,,,,,,,,
RM-UR-1,Urine,Rousettus madagascariensis,UTM,ROU105,8/23/19,,,,,,,,
RM-UR-1,Urine,Rousettus madagascariensis,UTM,ROU108,8/23/19,,,,,,,,
RM-UR-1,Urine,Rousettus madagascariensis,UTM,ROU111,8/23/19,,,,,,,,
RM-UR-1,Urine,Rousettus madagascariensis,UTM,ROU114,8/23/19,,,,,,,,
RM-FEC-2,Feces,Rousettus madagascariensis,UTM,MIZ11,8/23/19,tons of space! Need to fill!,,,,,,,
ED-UR-2,Urine,Eidolon dupreanum,UTM,KEL162,8/23/19,,,,,,,,
ED-UR-2,Urine,Eidolon dupreanum,UTM,KEL354,8/23/19,,,,,,,,
ED-UR-2,Urine,Eidolon dupreanum,UTM,KEL356,8/23/19,,,,,,,,
ED-UR-2,Urine,Eidolon dupreanum,UTM,KEL357,8/23/19,,,,,,,,
ED-UR-2,Urine,Eidolon dupreanum,UTM,KEL363,8/23/19,,,,,,,,
ED-UR-2,Urine,Eidolon dupreanum,UTM,KEL364,8/23/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL354,8/23/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL355,8/23/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL356,8/23/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL357,8/23/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL358,8/23/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL359,8/23/19,,,,,,,,
ED-WP-4,Wing Punch,Eidolon dupreanum,ETOH,KEL360,8/23/19,,,,,,,,
ED-PEL-A-4,Blood Pellet A,Eidolon dupreanum,raw,KEL361,8/28/19,,,,,,,,
ED-PEL-A-4,Blood Pellet A,Eidolon dupreanum,raw,KEL366,8/28/19,,,,,,,,
ED-PEL-A-4,Blood Pellet A,Eidolon dupreanum,raw,KEL367,8/28/19,,,,,,,,
ED-PEL-A-4,Blood Pellet A,Eidolon dupreanum,raw,KEL368,8/28/19,,,,,,,,
ED-UR-2,Urine,Eidolon dupreanum,UTM,KEL361,8/28/19,,,,,,,,
ED-UR-2,Urine,Eidolon dupreanum,UTM,KEL366,8/28/19,,,,,,,,
ED-UR-2,Urine,Eidolon dupreanum,UTM,KEL367,8/28/19,,,,,,,,
ED-UR-2,Urine,Eidolon dupreanum,UTM,KEL368,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ467,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ468,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ469,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ470,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ471,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ472,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ473,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ474,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ475,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ476,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ477,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ479,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ480,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ481,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ482,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ483,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ484,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ485,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ486,8/28/19,,,,,,,,
RM-PEL-A-4,Blood Pellet A,Rousettus madagascariensis,raw,MIZ487,8/28/19,,,,,,,,
RM-RNA-BLD-4,Whole Blood,Rousettus madagascariensis,RNA-protect,MIZ467,8/28/19,,,,,,,,
RM-RNA-BLD-4,Whole Blood,Rousettus madagascariensis,RNA-protect,MIZ468,8/28/19,,,,,,,,
RM-RNA-BLD-4,Whole Blood,Rousettus madagascariensis,RNA-protect,MIZ469,8/28/19,,,,,,,,
RM-RNA-BLD-4,Whole Blood,Rousettus madagascariensis,RNA-protect,MIZ470,8/28/19,,,,,,,,
