sample_name,plate
MIZ149_whole_blood,2
MIZ150_whole_blood,2
MIZ151_whole_blood,2
MIZ221_whole_blood,2
MIZ234_whole_blood,2
MIZ217_whole_blood,2
MIZ232_whole_blood,2
MIZ41_whole_blood,2
MIZ231_whole_blood,2
MIZ236_whole_blood,2
MIZ192_whole_blood,2
MIZ261_whole_blood,2
MIZ260_whole_blood,2
MIZ360_whole_blood,2
MIZ361_whole_blood,2
MIZ379_whole_blood,2
AMB138_whole_blood,3
AMB139_whole_blood,3
AMB140_whole_blood,3
AMB141_whole_blood,3
AMB142_whole_blood,3
AMB143_whole_blood,3
AMB144_whole_blood,3
AMB145_whole_blood,3
AMB146_whole_blood,3
AMB147_whole_blood,3
AMB148_whole_blood,3
AMB149_whole_blood,3
AMB150_whole_blood,3
AMB151_whole_blood,3
AMB152_whole_blood,3
AMB153_whole_blood,3
AMB130_whole_blood,3
AMB131_whole_blood,3
AMB132_whole_blood,3
AMB133_whole_blood,3
AMB134_whole_blood,3
AMB135_whole_blood,3
AMB136_whole_blood,3
AMB137_whole_blood,3
MIZ152_whole_blood,3
MIZ159_whole_blood,3
MIZ161_whole_blood,3
MIZ139_whole_blood,3
MIZ140_whole_blood,3
MIZ141_whole_blood,3
MIZ143_whole_blood,3
MIZ145_whole_blood,3
MIZ146_whole_blood,3
MIZ135_whole_blood,3
MIZ136_whole_blood,3
MIZ137_whole_blood,3
MIZ138_whole_blood,3
MIZ142_whole_blood,3
MIZ162_whole_blood,3
MIZ147_whole_blood,3
MIZ372_whole_blood,3
MIZ373_whole_blood,3
MIZ374_whole_blood,3
MIZ375_whole_blood,3
MIZ376_whole_blood,3
MIZ377_whole_blood,3
MIZ378_whole_blood,3
MIZ298_whole_blood,3
MIZ297_whole_blood,3
MIZ295_whole_blood,3
MIZ294_whole_blood,3
MIZ293_whole_blood,3
MIZ292_whole_blood,3
MIZ291_whole_blood,3
MIZ351_whole_blood,3
MIZ341_whole_blood,3
MIZ342_whole_blood,3
MIZ346_whole_blood,3
MIZ347_whole_blood,3
MIZ348_whole_blood,3
MIZ246_whole_blood,3
MIZ245_whole_blood,3
MIZ244_whole_blood,3
MIZ237_whole_blood,3
MIZ228_whole_blood,3
MIZ223_whole_blood,3
MIZ230_whole_blood,3
MIZ352_whole_blood,3
MIZ353_whole_blood,3
MIZ354_whole_blood,3
MIZ355_whole_blood,3
MIZ356_whole_blood,3
MIZ357_whole_blood,3
MIZ358_whole_blood,3
MIZ184_whole_blood,3
MIZ185_whole_blood,3
MIZ186_whole_blood,3
MIZ187_whole_blood,3
MIZ188_whole_blood,3
MIZ189_whole_blood,3
MIZ190_whole_blood,3
MIZ354_whole_blood,3
MIZ353_whole_blood,3
MIZ352_whole_blood,3
MIZ359_whole_blood,3
MIZ349_whole_blood,3
MIZ350_whole_blood,3
MIZ168_whole_blood,3
MIZ169_whole_blood,3
MIZ170_whole_blood,3
MIZ171_whole_blood,3
MIZ172_whole_blood,3
MIZ173_whole_blood,3
MIZ174_whole_blood,3
MIZ394_whole_blood,3
MIZ400_whole_blood,3
MIZ401_whole_blood,3
MIZ403_whole_blood,3
MIZ404_whole_blood,3
MIZ405_whole_blood,3
MIZ407_whole_blood,3
MIZ176_whole_blood,3
MIZ177_whole_blood,3
MIZ178_whole_blood,3
MIZ179_whole_blood,3
MIZ180_whole_blood,3
MIZ181_whole_blood,3
MIZ182_whole_blood,3
MIZ426_whole_blood,3
MIZ428_whole_blood,3
MIZ429_whole_blood,3
MIZ430_whole_blood,3
MIZ431_whole_blood,3
MIZ432_whole_blood,3
MIZ433_whole_blood,3
MIZ274_whole_blood,3
MIZ273_whole_blood,3
MIZ271_whole_blood,3
MIZ270_whole_blood,3
MIZ191_whole_blood,3
MIZ434_whole_blood,3
MIZ382_whole_blood,3
MIZ383_whole_blood,3
MIZ384_whole_blood,3
MIZ385_whole_blood,3
MIZ386_whole_blood,3
MIZ387_whole_blood,3
MIZ389_whole_blood,3
MIZ409_whole_blood,3
MIZ410_whole_blood,3
MIZ411_whole_blood,3
MIZ412_whole_blood,3
MIZ413_whole_blood,3
MIZ414_whole_blood,3
MIZ415_whole_blood,3
MIZ168_whole_blood,3
MIZ169_whole_blood,3
MIZ170_whole_blood,3
MIZ171_whole_blood,3
MIZ408_whole_blood,3
MIZ175_whole_blood,3
MIZ390_whole_blood,3
MIZ416_whole_blood,3
MIZ183_whole_blood,3
MIZ239_whole_blood,3
MIZ250_whole_blood-1,3
MIZ249_whole_blood,3
MIZ248_whole_blood,3
MIZ208_whole_blood,3
MIZ209_whole_blood,3
MIZ210_whole_blood,3
MIZ211_whole_blood,3
MIZ212_whole_blood,3
MIZ213_whole_blood,3
MIZ218_whole_blood,3
MIZ250_whole_blood-2,3
MIZ247_whole_blood,3
MIZ222_whole_blood,3
MIZ435_whole_blood,3
MIZ436_whole_blood,3
MIZ437_whole_blood,3
MIZ192_whole_blood,3
MIZ193_whole_blood,3
MIZ194_whole_blood,3
MIZ195_whole_blood,3
MIZ196_whole_blood,3
MIZ197_whole_blood,3
MIZ198_whole_blood,3
MIZ307_whole_blood,3
MIZ308_whole_blood,3
MIZ309_whole_blood,3
MIZ394_whole_blood,3
MIZ395_whole_blood,3
MIZ3443_whole_blood,3
MIZ200_whole_blood,3
MIZ201_whole_blood,3
MIZ202_whole_blood,3
MIZ203_whole_blood,3
MIZ204_whole_blood,3
MIZ205_whole_blood,3
MIZ206_whole_blood,3
MIZ438_whole_blood,3
MIZ439_whole_blood,3
MIZ440_whole_blood,3
MIZ441_whole_blood,3
MIZ442_whole_blood,3
MIZ199_whole_blood,3
MIZ207_whole_blood,3
KEL240A_whole_blood,3
KEL246A_whole_blood,3
KEL255A_whole_blood,3
KEL256A_whole_blood,3
KEL260A_whole_blood,3
KEL262A_whole_blood,3
KEL263A_whole_blood,3
MIZ444_whole_blood,3
MIZ445_whole_blood,3
MIZ446_whole_blood,3
MIZ447_whole_blood,3
KEL264A_whole_blood,3
KEL219_whole_blood,3
KEL223_whole_blood,3
ANGB153_whole_blood,3
ANGB162_whole_blood,3
KEL216_whole_blood,3
ANGB154_whole_blood,3
ANGB150_whole_blood,3
ANGB140_whole_blood,3
KEL275A_whole_blood,3
KEL280A_whole_blood,3
KEL283A_whole_blood,3
KEL284A_whole_blood,3
KEL287A_whole_blood,3
KEL288A_whole_blood,3
KEL289A_whole_blood,3
KEL247_whole_blood,3
KEL248_whole_blood,3
KEL249_whole_blood,3
KEL250_whole_blood,3
KEL251_whole_blood,3
KEL252_whole_blood,3
KEL286_whole_blood,3
KEL287_whole_blood,3
KEL288_whole_blood,3
KEL289_whole_blood,3
KEL220_whole_blood,3
KEL206_whole_blood,3
KEL237_whole_blood,3
KEL234_whole_blood,3
KEL315_whole_blood,3
KEL314_whole_blood,3
KEL313_whole_blood,3
KEL312_whole_blood,3
KEL213_whole_blood,3
KEL323_whole_blood,3
KEL322_whole_blood,3
KEL321_whole_blood,3
KEL320_whole_blood,3
ANGB136_whole_blood,3
KEL218_whole_blood,3
KEL233_whole_blood,3
KEL253_whole_blood,3
KEL254_whole_blood,3
KEL166_whole_blood,3
KEL161_whole_blood,3
KEL167_whole_blood,3
KEL162_whole_blood,3
KEL151_whole_blood,3
KEL157_whole_blood,3
KEL158_whole_blood,3
KEL232_whole_blood,3
KEL149_whole_blood,3
ANGB149_whole_blood,3
ANGB145_whole_blood,3
ANGB144_whole_blood,3
ANGB148_whole_blood,3
ANGB151_whole_blood,3
KEL215_whole_blood,3
ANGB138_whole_blood,3
KEL294A_whole_blood,3
KEL190_whole_blood,3
KEL180_whole_blood,3
KEL181_whole_blood,3
KEL176_whole_blood,3
KEL187_whole_blood,3
KEL184_whole_blood,3
KEL196_whole_blood,3
KEL199_whole_blood,3
KEL192_whole_blood,3
KEL188_whole_blood,3
KEL191_whole_blood,3
KEL170_whole_blood,3
KEL172_whole_blood,3
KEL154_whole_blood,3
KEL156_whole_blood,3
ANGB134_whole_blood,3
KEL152_whole_blood,3
ANGB125_whole_blood,3
ANGB142_whole_blood,3
ANGB127_whole_blood,3
ANGB139_whole_blood,3
KEL174_whole_blood,3
KEL206_whole_blood,3
ANGB126_whole_blood,3
ANGB131_whole_blood,3
ANGB132_whole_blood,3
KEL155_whole_blood,3
ANGB137_whole_blood,3
KEL202_whole_blood,3
KEL160_whole_blood,3
ANGB122_whole_blood,3
ANGB135_whole_blood,3
ANGB128_whole_blood,3
KEL268_whole_blood,3
KEL203_whole_blood,3
MIZ290_whole_blood,4
MIZ285_whole_blood,4
MIZ284_whole_blood,4
MIZ283_whole_blood,4
MIZ282_whole_blood,4
MIZ281_whole_blood,4
MIZ280_whole_blood,4
MIZ279_whole_blood,4
MIZ362_whole_blood,4
MIZ363_whole_blood,4
MIZ366_whole_blood,4
MIZ367_whole_blood,4
MIZ368_whole_blood,4
MIZ369_whole_blood,4
MIZ224_whole_blood,4
MIZ233_whole_blood,4
MIZ226_whole_blood,4
MIZ219_whole_blood,4
MIZ238_whole_blood,4
MIZ235_whole_blood,4
MIZ214_whole_blood,4
MIZ240_whole_blood,4
MIZ269_whole_blood,4
MIZ267_whole_blood,4
MIZ266_whole_blood,4
MIZ265_whole_blood,4
MIZ264_whole_blood,4
MIZ262_whole_blood,4
MIZ243_whole_blood,4
MIZ220_whole_blood,4
MIZ242_whole_blood,4
MIZ215_whole_blood,4
MIZ225_whole_blood,4
MIZ229_whole_blood,4
MIZ216_whole_blood,4
MIZ227_whole_blood,4
MIZ316_whole_blood,4
MIZ317_whole_blood,4
MIZ318_whole_blood,4
MIZ319_whole_blood,4
MIZ278_whole_blood,4
MIZ277_whole_blood,4
MIZ276_whole_blood,4
MIZ275_whole_blood,4
MIZ320_whole_blood,4
MIZ321_whole_blood,4
MIZ322_whole_blood,4
MIZ329_whole_blood,4
MIZ330_whole_blood,4
MIZ331_whole_blood,4
MIZ332_whole_blood,4
MIZ333_whole_blood,4
MIZ334_whole_blood,4
MIZ338_whole_blood,4
MIZ339_whole_blood,4
MIZ340_whole_blood,4
MIZ391_whole_blood,4
MIZ392_whole_blood,4
MIZ393_whole_blood,4
MIZ394_whole_blood,4
MIZ398_whole_blood,4
MIZ395_whole_blood,4
MIZ396_whole_blood,4
MIZ397_whole_blood,4
MIZ448_whole_blood,4
MIZ449_whole_blood,4
MIZ450_whole_blood,4
MIZ451_whole_blood,4
MIZ300_whole_blood,4
MIZ301_whole_blood,4
MIZ302_whole_blood,4
MIZ304_whole_blood,4
MIZ305_whole_blood,4
MIZ306_whole_blood,4
KEL265A_whole_blood,4
KEL267A_whole_blood,4
KEL268A_whole_blood,4
KEL269A_whole_blood,4
KEL270A_whole_blood,4
KEL274A_whole_blood,4
KEL273A_whole_blood,4
KEL274A_whole_blood,4
KEL279_whole_blood,4
KEL295_whole_blood,4
KEL296_whole_blood,4
KEL290_whole_blood,4
KEL221B_whole_blood,4
KEL243_whole_blood,4
ANGB162_whole_blood,4
ANGB136_whole_blood,4
KEL219_whole_blood,4
KEL291_whole_blood,4
KEL214_whole_blood,4
KEL235_whole_blood,4
KEL220_whole_blood,4
KEL?_whole_blood,4
KEL266_whole_blood,4
KEL242B_whole_blood,4
KEL239_whole_blood,4
KEL240_whole_blood,4
KEL241_whole_blood,4
ANGB141_whole_blood,4
KEL242_whole_blood,4
KEL243_whole_blood,4
KEL282_whole_blood,4
KEL283_whole_blood,4
KEL284_whole_blood,4
KEL285_whole_blood,4
KEL297_whole_blood,4
KEL291_whole_blood,4
KEL292_whole_blood,4
KEL293_whole_blood,4
KEL335_whole_blood,4
KEL334_whole_blood,4
KEL331_whole_blood,4
KEL328_whole_blood,4
KEL325_whole_blood,4
KEL324_whole_blood,4
KEL148_whole_blood,4
KEL150_whole_blood,4
KEL319_whole_blood,4
KEL318_whole_blood,4
KEL317_whole_blood,4
KEL316_whole_blood,4
KEL165_whole_blood,4
KEL164_whole_blood,4
KEL153_whole_blood,4
KEL151_whole_blood,4
KEL185_whole_blood,4
ANGB130_whole_blood,4
ANGB133_whole_blood,4
KEL175_whole_blood,4
KEL179_whole_blood,4
KEL173_whole_blood,4
KEL178_whole_blood,4
KEL189_whole_blood,4
KEL203_whole_blood,4
KEL204_whole_blood,4
KEL188_whole_blood,4
KEL207_whole_blood,4
KEL153_whole_blood,4
KEL195_whole_blood,4
KEL210_whole_blood,4
KEL201_whole_blood,4
ANGB157_whole_blood,4
KEL209_whole_blood,4
KEL177_whole_blood,4
KEL186_whole_blood,4
KEL171_whole_blood,4
KEL183_whole_blood,4
KEL189_whole_blood,4
KEL200_whole_blood,4
KEL197_whole_blood,4
KEL193_whole_blood,4
ANGB158_whole_blood,4
ANGB156_whole_blood,4
KEL229_whole_blood,4
ANGB159_whole_blood,4
KEL182_whole_blood,4
ANGB163_whole_blood,4
KEL194_whole_blood,4
KEL230_whole_blood,4
KEL279_whole_blood,4
KEL281_whole_blood,4
ANGB161_whole_blood,4
KEL211_whole_blood,4
KEL227_whole_blood,4
ANGB147_whole_blood,4
KEL225_whole_blood,4
ANGB145_whole_blood,4
KEL202_whole_blood,4
ANGB146_whole_blood,4
ANGB160_whole_blood,4
KEL228_whole_blood,4
