,sample_name,plate,sampleID,flag_A,flag_B
731,MIZ434_whole_blood,3,MIZ434,0,0
732,MIZ435_whole_blood,3,MIZ435,0,0
733,MIZ436_whole_blood,3,MIZ436,0,0
734,MIZ437_whole_blood,3,MIZ437,0,0
735,MIZ438_whole_blood,3,MIZ438,0,0
736,MIZ439_whole_blood,3,MIZ439,0,0
737,MIZ440_whole_blood,3,MIZ440,0,0
738,MIZ441_whole_blood,3,MIZ441,0,0
739,MIZ442_whole_blood,3,MIZ442,0,0
740,MIZ444_whole_blood,3,MIZ444,0,0
741,MIZ445_whole_blood,3,MIZ445,0,0
742,MIZ446_whole_blood,3,MIZ446,0,0
743,MIZ447_whole_blood,3,MIZ447,0,0
744,MIZ448_whole_blood,4,MIZ448,0,0
745,MIZ449_whole_blood,4,MIZ449,0,0
746,MIZ450_whole_blood,4,MIZ450,0,0
747,MIZ451_whole_blood,4,MIZ451,0,0
748,MLB001_urine,2,MLB001,0,0
749,MLB004_urine,2,MLB004,0,0
750,MLB005_urine,2,MLB005,0,0
751,MLB006_urine,2,MLB006,0,0
752,MLB009_urine,2,MLB009,0,0
753,MLB1_whole_blood,2,MLB1,0,0
754,MLB2_whole_blood,2,MLB2,0,0
755,MLB3_whole_blood,2,MLB3,0,0
756,MLB4_whole_blood,2,MLB4,0,0
757,MLB5_whole_blood,2,MLB5,0,0
758,MLB6_whole_blood,2,MLB6,0,0
759,MLB7_whole_blood,2,MLB7,0,0
760,MLB8_whole_blood,2,MLB8,0,0
761,MLB9_whole_blood,2,MLB9,0,0
762,MNG1_whole_blood,2,MNG1,0,0
763,MNG2_whole_blood,2,MNG2,0,0
764,MNG3_whole_blood,2,MNG3,0,0
765,WATER1,2,WATER1,0,0
