#,coder,village_code,land_use_type,LUT,plotcode,tree.id,no_of_stems,stem_ID,growth_type,family_fieldname,genus_fieldname,species_fieldname,,dbh,height,wood.density,coll.nr,Pnumber,Family,scientific_name,CS,EN,phenology,reproduction,health_status,crown_height,human_damage,tutor,notes,
2679,2679,V25,VM,VM,V25-VM,V25-VM-19,1,V25-VM-19,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,24.6,10.1,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
2680,2680,V25,VM,VM,V25-VM,V25-VM-20,1,V25-VM-20,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,26.9,11.6,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
2681,2681,V25,VM,VM,V25-VM,V25-VM-21,1,V25-VM-21,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,21.8,11,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
2728,2728,V25,VL,VL,V25-VL,V25-VL-11,1,V25-VL-11,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,22.2,6.8,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,NA,dead,storm,no,NA,Crown cut,
2757,2757,V25,VL,VL,V25-VL,V25-VL-40,1,V25-VL-40,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,24.3,7.4,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
2759,2759,V25,VL,VL,V25-VL,V25-VL-42,1,V25-VL-42,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,26,7.9,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
2760,2760,V25,VL,VL,V25-VL,V25-VL-43,1,V25-VL-43,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,26.5,10.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
2819,2819,V25,WF,WF,V25-WF,V25-WF-20,1,V25-WF-20,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,43.4,6,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
3226,3226,V39,FF,FF,V39-FF,V39-FF-38,1,V39-FF-38,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,26.6,5.1,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
3346,3346,V39,VM,VM,V39-VM,V39-VM-7,1,V39-VM-7,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,46.9,10.4,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits_flowers,good,undamaged,no,NA,NA,
3352,3352,V39,VM,VM,V39-VM,V39-VM-13,1,V39-VM-13,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,48.4,7.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
3354,3354,V39,VM,VM,V39-VM,V39-VM-15,1,V39-VM-15,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,57.5,10.9,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
3355,3355,V39,VM,VM,V39-VM,V39-VM-16,1,V39-VM-16,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,53.4,7.4,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
3356,3356,V39,VM,VM,V39-VM,V39-VM-17,1,V39-VM-17,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,48.1,7.1,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
3391,3391,V39,VM,VM,V39-VM,V39-VM-52,1,V39-VM-52,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,58.5,8.3,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
3395,3395,V39,VM,VM,V39-VM,V39-VM-56,1,V39-VM-56,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,54,8.1,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits_flowers,good,undamaged,no,NA,NA,
3398,3398,V39,VM,VM,V39-VM,V39-VM-59,1,V39-VM-59,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,50,8.7,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
3496,3496,V40,VH,VH,V40-VH,V40-VH-63,1,V40-VH-63,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,44.5,4.8,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,dbh measured at 1m from the ground,
3616,3616,V40,VM,VM,V40-VM,V40-VM-49,1,V40-VM-49,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,33,9.3,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits_flowers,good,undamaged,no,NA,NA,
3688,3688,V40,WF,WF,V40-WF,V40-WF-7,1,V40-WF-7,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,24.8,6.1,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits_flowers,good,undamaged,no,NA,NA,
3911,3911,V40,VL,VL,V40-VL,V40-VL-6,1,V40-VL-6,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,40.7,9.4,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits_flowers,good,undamaged,no,NA,NA,
4339,4339,V47,VH,VH,V47-VH,V47-VH-7,1,V47-VH-7,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,29.2,6.1,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
4350,4350,V47,VH,VH,V47-VH,V47-VH-18,1,V47-VH-18,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,27.5,5.1,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,flowers,good,undamaged,no,NA,NA,
4351,4351,V47,VH,VH,V47-VH,V47-VH-19,1,V47-VH-19,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,30.2,5.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,flowers,good,undamaged,no,NA,NA,
4377,4377,V47,VH,VH,V47-VH,V47-VH-45,1,V47-VH-45,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,31,2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,flowers,poor,storm,no,NA,inclined,
4379,4379,V47,VH,VH,V47-VH,V47-VH-47,1,V47-VH-47,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,30.6,5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
4380,4380,V47,VH,VH,V47-VH,V47-VH-48,1,V47-VH-48,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,30.9,NA,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,flowers,good,undamaged,no,NA,NA,
4386,4386,V47,VH,VH,V47-VH,V47-VH-54,1,V47-VH-54,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,30.8,6.6,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
4759,4759,V7,VH,VH,V7-VH,V7-VH-25,1,V7-VH-25,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,43.1,7.8,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
4780,4780,V7,VH,VH,V7-VH,V7-VH-46,1,V7-VH-46,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,39.5,4.4,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,DBH measured at 0.52m,
4781,4781,V7,VH,VH,V7-VH,V7-VH-47,1,V7-VH-47,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,42.3,4.9,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,DBH measured at 0.97m,
4853,4853,V7,VH,VH,V7-VH,V7-VH-119,1,V7-VH-119,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,28.6,7.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,flowers,good,undamaged,no,NA,NA,
5186,5186,V7,WF,WF,V7-WF,V7-WF-11,1,V7-WF-11,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,17.1,8.5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,flowers,good,undamaged,no,NA,NA,
5202,5202,V7,WF,WF,V7-WF,V7-WF-27,1,V7-WF-27,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,27.9,5.8,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,flowers,good,undamaged,no,NA,NA,
5206,5206,V7,WF,WF,V7-WF,V7-WF-31,1,V7-WF-31,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,29.8,6.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits_flowers,good,undamaged,no,NA,NA,
5213,5213,V7,WF,WF,V7-WF,V7-WF-38,1,V7-WF-38,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,27,5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,flowers,good,undamaged,no,NA,NA,
5229,5229,V7,WF,WF,V7-WF,V7-WF-54,1,V7-WF-54,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,13.1,7.8,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
5259,5259,V7,WF,WF,V7-WF,V7-WF-84,1,V7-WF-84,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,29,4.5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,flowers,good,undamaged,no,NA,dbh measured at 1.20m,
5352,5352,V24,FF,FF,V24-FF,V24-FF-42,1,V24-FF-42,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,25.8,5.7,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
5358,5358,V24,FF,FF,V24-FF,V24-FF-48,1,V24-FF-48,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,24.2,6.8,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
5376,5376,V24,FF,FF,V24-FF,V24-FF-66,1,V24-FF-66,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,28,5.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
5385,5385,V24,FF,FF,V24-FF,V24-FF-75,1,V24-FF-75,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,18.6,3.4,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
5388,5388,V24,FF,FF,V24-FF,V24-FF-78,1,V24-FF-78,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,22.4,8.1,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
5393,5393,V24,FF,FF,V24-FF,V24-FF-83,1,V24-FF-83,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,31.2,7.6,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
5406,5406,V24,FF,FF,V24-FF,V24-FF-96,1,V24-FF-96,M,Strelitziaceae,Ravenala,madagascariensis,ravinala,24.4,6.2,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
6181,6181,V13,FF,FF,V13-FF,V13-FF-77,1,V13-FF-77,M,uk,uk,uk,ravinala,26.4,4.5,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,sterile,good,undamaged,no,NA,NA,
6443,6443,V8,FF,FF,V8-FF,V8-FF-16,1,V8-FF-16,M,uk,uk,uk,ravinala,53.5,7.7,NA,NV,,Strelitziaceae,Ravenala madagascariensis,LC,endemic,e,fruits,good,undamaged,no,NA,NA,
1121,1121,ME,OGF5,OGF,ME-OGF5,ME-OGF5-192,1,ME-OGF5-192,T,uk,uk,uk,hazondamokana,11.1,11.7,13,NV,,Violaceae,Rinorea viridiflora (Tul.) Baill.,LC,native but not endemic,e,sterile,good,undamaged,no,NA,NA,
3701,3701,V40,FF,FF,V40-FF,V40-FF-8,2,V40-FF-8a,T,Violaceae,Rinorea,uk,hazondamokana,14.5,16.7,7,NV,,Violaceae,Rinorea viridiflora (Tul.) Baill.,LC,native but not endemic,e,sterile,good,undamaged,no,NA,NA,
3702,3702,V40,FF,FF,V40-FF,V40-FF-9,2,V40-FF-8a,T,Violaceae,Rinorea,uk,hazondamokana,13.1,12.6,NA,NV,,Violaceae,Rinorea viridiflora (Tul.) Baill.,LC,native but not endemic,e,sterile,good,undamaged,no,NA,NA,
3775,3775,V40,FF,FF,V40-FF,V40-FF-82,1,V40-FF-82,T,Violaceae,Rinorea,uk,hazondamokana,12.8,13,8,NV,,Violaceae,Rinorea viridiflora (Tul.) Baill.,LC,native but not endemic,e,flowers,good,undamaged,no,NA,NA,
3795,3795,V40,FF,FF,V40-FF,V40-FF-102,1,V40-FF-102,T,Violaceae,Rinorea,uk,hazondamokana,16.5,14.3,8,NV,,Violaceae,Rinorea viridiflora (Tul.) Baill.,LC,native but not endemic,e,sterile,good,undamaged,no,NA,NA,
4983,4983,V7,FF,FF,V7-FF,V7-FF-38,1,V7-FF-38,T,Violaceae,Rinorea,uk,hazondamokana,14.2,5.9,10,AP8924,8924,Violaceae,Rinorea viridiflora (Tul.) Baill.,LC,native but not endemic,e,sterile,poor,storm,no,NA,no latex. no smell,
4984,4984,V7,FF,FF,V7-FF,V7-FF-39,1,V7-FF-39,T,Violaceae,Rinorea,uk,hazondamokana,11,6.8,10,AP8924,8924,Violaceae,Rinorea viridiflora (Tul.) Baill.,LC,native but not endemic,e,sterile,poor,storm,no,NA,NA,
3517,3517,V40,VH,VH,V40-VH,V40-VH-84,1,V40-VH-84,T,uk,Drypetes,uk,uk,9.2,5.6,NA,AP9043,9043,,Drypetes,LC,native but not endemic,e,sterile,good,undamaged,no,NA,NA,
5976,5976,V8,VM,VM,V8-VM,V8-VM-34,2,V8-VM-34a,T,uk,uk,uk,hitsankintsagna,16.1,8.9,NA,NV,,,Senna,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
5977,5977,V8,VM,VM,V8-VM,V8-VM-35,2,V8-VM-34a,T,uk,uk,uk,hitsankintsagna,11.9,2.2,NA,NV,,,Senna,unknown,not endemic,e,sterile,poor,storm,no,NA,NA,
3552,3552,V40,VH,VH,V40-VH,V40-VH-119,1,V40-VH-119,T,uk,Sterculia,uk,uk,21,19.3,NA,NV,,,Sterculia,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
22,22,ME,OGF1,OGF,ME-OGF1,ME-OGF1-22,1,ME-OGF1-22,T,uk,uk,uk,paka md,14.8,9.1,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
31,31,ME,OGF1,OGF,ME-OGF1,ME-OGF1-31,1,ME-OGF1-31,T,uk,uk,uk,paka md,28.9,20.9,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
32,32,ME,OGF1,OGF,ME-OGF1,ME-OGF1-32,1,ME-OGF1-32,T,uk,uk,uk,paka md,13.3,11.5,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
45,45,ME,OGF1,OGF,ME-OGF1,ME-OGF1-45,1,ME-OGF1-45,T,uk,uk,uk,paka md,13.8,14,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
47,47,ME,OGF1,OGF,ME-OGF1,ME-OGF1-47,1,ME-OGF1-47,T,uk,uk,uk,paka md,17.6,14,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
51,51,ME,OGF1,OGF,ME-OGF1,ME-OGF1-51,1,ME-OGF1-51,T,uk,uk,uk,paka br,30.8,20.1,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
55,55,ME,OGF1,OGF,ME-OGF1,ME-OGF1-55,1,ME-OGF1-55,T,uk,uk,uk,paka br,14.1,13.5,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,fair,storm,no,NA,some branches are cut,
59,59,ME,OGF1,OGF,ME-OGF1,ME-OGF1-59,1,ME-OGF1-59,T,uk,uk,uk,paka md,18,16.6,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
63,63,ME,OGF1,OGF,ME-OGF1,ME-OGF1-63,1,ME-OGF1-63,T,uk,uk,uk,paka br,12.7,10.5,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
65,65,ME,OGF1,OGF,ME-OGF1,ME-OGF1-65,1,ME-OGF1-65,T,uk,uk,uk,paka md,20.5,14.4,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
74,74,ME,OGF1,OGF,ME-OGF1,ME-OGF1-74,1,ME-OGF1-74,T,uk,uk,uk,paka md,21.2,15.8,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
106,106,ME,OGF1,OGF,ME-OGF1,ME-OGF1-106,1,ME-OGF1-106,T,uk,uk,uk,paka br,11.4,9.4,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
112,112,ME,OGF1,OGF,ME-OGF1,ME-OGF1-112,1,ME-OGF1-112,T,uk,uk,uk,paka br,15.4,12.8,NA,NV,,,Uapaca,unknown,not endemic,e,NA,dead,storm,no,NA,NA,
142,142,ME,OGF1,OGF,ME-OGF1,ME-OGF1-142,1,ME-OGF1-142,T,uk,uk,uk,paka br,13.9,11.3,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
149,149,ME,OGF1,OGF,ME-OGF1,ME-OGF1-149,1,ME-OGF1-149,T,uk,uk,uk,paka br,12.2,10.4,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
150,150,ME,OGF1,OGF,ME-OGF1,ME-OGF1-150,1,ME-OGF1-150,T,uk,uk,uk,paka br,33,21.9,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
159,159,ME,OGF1,OGF,ME-OGF1,ME-OGF1-159,1,ME-OGF1-159,T,uk,uk,uk,paka br,43.3,22.4,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
176,176,ME,OGF1,OGF,ME-OGF1,ME-OGF1-176,1,ME-OGF1-176,T,uk,uk,uk,paka md,17.4,16.4,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,NA,NA,NA,NA,NA,
177,177,ME,OGF1,OGF,ME-OGF1,ME-OGF1-177,1,ME-OGF1-177,T,uk,uk,uk,paka br,8.8,9,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
215,215,ME,OGF1,OGF,ME-OGF1,ME-OGF1-215,1,ME-OGF1-215,T,uk,uk,uk,paka md,18.2,17.6,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
224,224,ME,OGF1,OGF,ME-OGF1,ME-OGF1-224,1,ME-OGF1-224,T,uk,uk,uk,paka br,33.7,15.6,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,poor,storm,no,NA,crown cut and covered by lianas,
225,225,ME,OGF1,OGF,ME-OGF1,ME-OGF1-225,1,ME-OGF1-225,T,uk,uk,uk,paka br,12.8,5.3,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,fair,storm,no,NA,branches cut,
264,264,ME,OGF1,OGF,ME-OGF1,ME-OGF1-264,1,ME-OGF1-264,T,uk,uk,uk,paka br,22.4,14.3,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
314,314,ME,OGF2,OGF,ME-OGF2,ME-OGF2-50,1,ME-OGF2-50,T,uk,uk,uk,paka br,25,20.7,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,dead,storm,no,NA,crown cut,
353,353,ME,OGF2,OGF,ME-OGF2,ME-OGF2-89,1,ME-OGF2-89,T,uk,uk,uk,paka br,22.1,11.9,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
357,357,ME,OGF2,OGF,ME-OGF2,ME-OGF2-93,1,ME-OGF2-93,T,uk,uk,uk,paka br,10.9,8.6,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
464,464,ME,OGF2,OGF,ME-OGF2,ME-OGF2-200,1,ME-OGF2-200,T,uk,uk,uk,paka md,13.5,11.9,NA,NV,,,Uapaca,unknown,not endemic,e,NA,poor,storm,no,NA,Crown cut with shoots,
477,477,ME,OGF2,OGF,ME-OGF2,ME-OGF2-213,1,ME-OGF2-213,T,uk,uk,uk,paka br,11.3,4,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
496,496,ME,OGF2,OGF,ME-OGF2,ME-OGF2-232,1,ME-OGF2-232,T,uk,uk,uk,paka br,10.7,11.7,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
506,506,ME,OGF2,OGF,ME-OGF2,ME-OGF2-242,1,ME-OGF2-242,T,uk,uk,uk,paka md,10.8,11.1,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
547,547,ME,OGF3,OGF,ME-OGF3,ME-OGF3-39,3,ME-OGF3-39a,T,uk,uk,uk,paka br,38.2,3.4,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
548,548,ME,OGF3,OGF,ME-OGF3,ME-OGF3-40,3,ME-OGF3-39a,T,uk,uk,uk,paka br,19.8,22.4,12,NV,,,Uapaca,unknown,not endemic,e,sterile,poor,storm,no,NA,branches cut,
549,549,ME,OGF3,OGF,ME-OGF3,ME-OGF3-41,3,ME-OGF3-39a,T,uk,uk,uk,paka br,22.8,19.7,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,inclined,
567,567,ME,OGF3,OGF,ME-OGF3,ME-OGF3-59,1,ME-OGF3-59,T,uk,uk,uk,paka md,14.2,16.1,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
575,575,ME,OGF3,OGF,ME-OGF3,ME-OGF3-67,1,ME-OGF3-67,T,uk,uk,uk,paka br,8.3,15.8,NA,NV,,,Uapaca,unknown,not endemic,e,NA,poor,storm,no,NA,crown cut and inclined,
612,612,ME,OGF3,OGF,ME-OGF3,ME-OGF3-104,1,ME-OGF3-104,T,uk,uk,uk,paka md,77.6,26.3,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
661,661,ME,OGF3,OGF,ME-OGF3,ME-OGF3-153,1,ME-OGF3-153,T,uk,uk,uk,paka br,8.1,8.9,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,crown cut and inclined,
671,671,ME,OGF3,OGF,ME-OGF3,ME-OGF3-163,1,ME-OGF3-163,T,uk,uk,uk,paka br,12.8,11.1,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
674,674,ME,OGF3,OGF,ME-OGF3,ME-OGF3-166,1,ME-OGF3-166,T,uk,uk,uk,paka,15,6.4,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
682,682,ME,OGF3,OGF,ME-OGF3,ME-OGF3-174,1,ME-OGF3-174,T,uk,uk,uk,paka br,15.8,14.3,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
689,689,ME,OGF3,OGF,ME-OGF3,ME-OGF3-181,1,ME-OGF3-181,T,uk,uk,uk,paka br,25.5,13.5,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
724,724,ME,OGF3,OGF,ME-OGF3,ME-OGF3-216,1,ME-OGF3-216,T,uk,uk,uk,paka br,19.3,15.6,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
755,755,ME,OGF3,OGF,ME-OGF3,ME-OGF3-247,1,ME-OGF3-247,T,uk,uk,uk,paka md,10,9.6,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
758,758,ME,OGF3,OGF,ME-OGF3,ME-OGF3-250,1,ME-OGF3-250,T,uk,uk,uk,paka br,61.5,21.9,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
932,932,ME,OGF5,OGF,ME-OGF5,ME-OGF5-3,1,ME-OGF5-3,T,uk,uk,uk,paka br,14.7,15.1,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
948,948,ME,OGF5,OGF,ME-OGF5,ME-OGF5-19,1,ME-OGF5-19,T,uk,uk,uk,paka md,12.4,18.4,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1001,1001,ME,OGF5,OGF,ME-OGF5,ME-OGF5-72,1,ME-OGF5-72,T,uk,uk,uk,paka br,13.2,12.3,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1023,1023,ME,OGF5,OGF,ME-OGF5,ME-OGF5-94,1,ME-OGF5-94,T,uk,uk,uk,paka br,9.5,10.3,NA,NV,,,Uapaca,unknown,not endemic,e,NA,dead,storm,no,NA,inclined and some part of root are above ground,
1050,1050,ME,OGF5,OGF,ME-OGF5,ME-OGF5-121,1,ME-OGF5-121,T,uk,uk,uk,paka br,20.6,12,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1056,1056,ME,OGF5,OGF,ME-OGF5,ME-OGF5-127,1,ME-OGF5-127,T,uk,uk,uk,paka br,22.6,12.2,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1061,1061,ME,OGF5,OGF,ME-OGF5,ME-OGF5-132,1,ME-OGF5-132,T,uk,uk,uk,paka br,13.7,15,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1078,1078,ME,OGF5,OGF,ME-OGF5,ME-OGF5-149,1,ME-OGF5-149,T,uk,uk,uk,paka,18.1,16.4,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1094,1094,ME,OGF5,OGF,ME-OGF5,ME-OGF5-165,1,ME-OGF5-165,T,uk,uk,uk,paka md,18,19.8,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
1134,1134,ME,OGF5,OGF,ME-OGF5,ME-OGF5-205,1,ME-OGF5-205,T,uk,uk,uk,paka md,20.2,18.9,NA,NV,,,Uapaca,unknown,not endemic,e,sterile,good,undamaged,no,NA,NA,
