Date,FS,NumG,Start,End,GPS,HBM,Activity,Support,Pheno,Numfrui,HTEm,CBH,numSdr,Obs,NumLF
11/23/18,Varecia_variegata,2,8:30,8:41,71,14,FFR,Vandrika,1,9,16,44.1,NA,NA,
11/23/18,Varecia_variegata,2,9:00,9:34,102,18,FYL,Ambavy,NA,NA,20,NA,NA,NA,85
11/23/18,Varecia_variegata,2,9:45,10:23,102,18,FYL,Ambavy,NA,NA,20,NA,NA,NA,105
11/23/18,Varecia_variegata,2,14:30,15:15,80,14,FYL,Voapaka,NA,NA,16,NA,NA,NA,64
11/23/18,Varecia_variegata,2,17:15,17:45,102,18,FYL,Ambavy,NA,NA,20,NA,NA,NA,89
11/24/18,Varecia_variegata,2,15:30,16:08,80,14,FYL,Voapaka,NA,NA,16,NA,NA,NA,88
11/26/18,Varecia_variegata,2,8:25,8:30,102,17,FFR,Rotramena,4,8,19,154.5,NA,NA,NA
11/26/18,Varecia_variegata,2,8:38,8:45,103,17,FFR,Rotramena,2,9,18,103.4,NA,NA,NA
11/26/18,Varecia_variegata,2,8:45,8:56,103,16,FFR,Rotramena,2,6,18,103.4,2,NA,NA
11/26/18,Varecia_variegata,2,8:27,9:00,103,16,FFR,Rotramena,2,2,18,103.4,1,NA,NA
11/26/18,Varecia_variegata,2,9:17,9:20,103,16,FFR,Rotramena,2,8,18,103.4,,NA,NA
11/26/18,Varecia_variegata,2,13:16,13:27,104,16,FW,Ravinala,NA,NA,NA,NA,NA,NA,NA
11/26/18,Varecia_variegata,2,13:30,13:45,105,NA,FB,Ravinala,NA,NA,NA,NA,NA,NA,NA
11/26/18,Varecia_variegata,2,13:45,13:51,106,9,FYL,Hazompoza,NA,NA,NA,NA,NA,NA,71
11/26/18,Varecia_variegata,2,14:42,14:45,108,16,FFR,Ramy,3,1,17,252,NA,NA,NA
11/26/18,Varecia_variegata,2,15:30,15:38,109,12,FFR,Rotramena,4,15,13,104.2,NA,NA,NA
11/26/18,Varecia_variegata,2,15:48,16:00,110,11,FFR,Kijy,2,14,15,179,NA,NA,NA
11/26/18,Varecia_variegata,2,16:25,16:34,111,17,FW,Ravinala,NA,NA,NA,NA,NA,NA,NA
11/27/18,Varecia_variegata,2,8:30,9:00,103,18,FFR,Rotramena,4,37,18,154.5,NA,NA,NA
11/27/18,Varecia_variegata,2,9:45,10:10,103,17,FFR,Rotramena,4,23,18,154.5,NA,NA,NA
11/27/18,Varecia_variegata,2,10:10,10:15,103,17,FFR,Rotramena,4,4,18,154.5,NA,NA,NA
11/27/18,Varecia_variegata,2,13:45,14:00,102,13,FFR,Rotramena,3,16,19,103.2,NA,NA,NA
11/27/18,Varecia_variegata,2,14:15,14:30,113,16,FW,Ravinala,NA,NA,NA,NA,NA,NA,NA
11/27/18,Varecia_variegata,2,14:45,15:00,111,17,FW,Ravinala,NA,NA,NA,NA,NA,NA,NA
11/27/18,Varecia_variegata,2,15:15,15:30,86,15,FFR,Antavaratra,2,44,17,90,NA,NA,NA
11/27/18,Varecia_variegata,2,15:30,15:45,110,13,FFR,Kijy,2,15,14,179,NA,NA,NA
11/27/18,Varecia_variegata,2,16:30,16:45,109,11,FFR,Rotramena,4,28,13,104.2,NA,NA,NA
11/27/18,Varecia_variegata,2,17:15,17:30,108,18,FFR,Ramy,3,2,17,252,NA,NA,NA
11/27/18,Varecia_variegata,2,18:00,18:15,106,9,FYL,Hazompoza,NA,NA,NA,NA,NA,NA,NA
11/28/18,Varecia_variegata,2,8:02,8:15,86,16,FFR,Antavaratra,2,31,18,90,NA,NA,NA
11/28/18,Varecia_variegata,2,8:30,8:45,86,16,FFR,Antavaratra,2,15,18,90,NA,NA,NA
11/28/18,Varecia_variegata,2,9:15,9:30,109,12,FFR,Rotramena,4,39,13,104.2,NA,NA,NA
11/28/18,Varecia_variegata,2,10:20,10:30,108,19,FFR,Ramy,3,1,17,252,NA,NA,NA
11/28/18,Varecia_variegata,2,12:15,12:07,118,9,FYL,Hazompoza,NA,NA,11,68.2,NA,NA,92
11/28/18,Varecia_variegata,2,13:00,13:09,118,10,FYL,Hazompoza,NA,NA,11,68.2,NA,NA,25
11/28/18,Varecia_variegata,2,13:09,13:11,119,0,FW,Ambony_tany,NA,NA,NA,NA,NA,NA,NA
11/28/18,Varecia_variegata,2,13:15,13:30,106,8,FYL,Hazompoza,NA,NA,NA,NA,NA,NA,5
11/28/18,Varecia_variegata,2,14:07,14:15,102,21,FFR,Rotramena,3,29,21,103.4,NA,NA,NA
11/28/18,Varecia_variegata,2,16:30,16:37,103,17,FFR,Rotramena,3,42,18,103.4,NA,NA,NA
11/28/18,Varecia_variegata,2,16:45,17:09,103,17,FFR,Rotramena,3,18,18,103.4,NA,NA,NA
11/29/18,Varecia_variegata,2,8:05,8:15,102,14,FFR,Rotramena,3,31,19,154.5,NA,NA,NA
11/29/18,Varecia_variegata,2,8:20,8:30,102,14,FFR,Rotramena,3,24,19,154.5,NA,NA,NA
11/29/18,Varecia_variegata,2,8:45,9:00,103,16,FFR,Rotramena,3,15,18,103.4,NA,NA,NA
11/29/18,Varecia_variegata,2,9:18,9:25,111,17,FW,Ravinala,NA,NA,NA,NA,NA,NA,NA
11/29/18,Varecia_variegata,2,9:25,9:30,113,13,FW,Ravinala,NA,NA,NA,NA,NA,NA,NA
11/29/18,Varecia_variegata,2,10:30,10:45,85,15,FFR,Antavaratra,1,11,16,70,NA,NA,NA
11/29/18,Varecia_variegata,2,11:52,12:00,121,12,FW,Rotramena,NA,NA,NA,NA,NA,NA,NA
11/29/18,Varecia_variegata,2,12:20,12:30,109,11,FFR,Rotramena,4,36,13,104.2,NA,NA,NA
11/29/18,Varecia_variegata,2,13:15,13:25,108,15,FFR,Ramy,3,1,18,252,NA,NA,NA
11/29/18,Varecia_variegata,2,16:45,17:00,108,16,FFR,Ramy,3,1,18,252,NA,NA,NA
11/29/18,Varecia_variegata,2,17:30,17:15,118,9,FYL,Hazompoza,NA,NA,11,68.2,NA,NA,85
11/29/18,Varecia_variegata,2,17:47,18:00,118,9,FYL,Hazompoza,NA,NA,11,68.2,NA,NA,36
11/30/18,Varecia_variegata,2,15:00,15:15,102,18.5,FFR,Rotramena,2,5,19,154.5,NA,NA,NA
11/30/18,Varecia_variegata,2,15:30,15:33,102,18.5,FFR,Rotramena,2,13,19,154.5,NA,NA,NA
11/30/18,Varecia_variegata,2,15:40,15:45,131,17,FFR,Rotramena,2,4,18,150,NA,NA,NA
11/30/18,Varecia_variegata,2,15:56,15:58,132,13,FW,Ravinala,NA,NA,NA,NA,NA,NA,NA
11/30/18,Varecia_variegata,2,15:58,16:09,133,14,FW,Ravinala,NA,NA,NA,NA,NA,NA,NA
11/30/18,Varecia_variegata,2,16:21,16:30,135,16,FFR,Rotramena,2,9,17,109,NA,NA,NA
11/30/18,Varecia_variegata,2,16:37,16:42,135,19,FFR,Rotramena,2,8,17,109,NA,NA,NA
11/30/18,Varecia_variegata,2,16:42,16:52,136,19,FFR,Hazompoza,1,4,20,59,NA,NA,NA
11/30/18,Varecia_variegata,2,16:52,16:55,137,13,FT,Gavoala_boboka,NA,NA,NA,NA,NA,NA,NA
12/1/18,Varecia_variegata,2,15:41,15:45,118,9,FYL,Hazompoza,NA,NA,11,68.2,NA,NA,89
12/1/18,Varecia_variegata,2,15:55,16:00,108,17,FFR,Ramy,2,1,18,252,NA,NA,NA
12/1/18,Varecia_variegata,2,16:45,16:48,109,12,FFR,Rotramena,3,25,13,104.2,NA,NA,NA
12/1/18,Varecia_variegata,2,17:07,17:12,123,13,FW,Ravinala,NA,NA,NA,NA,NA,NA,NA
12/1/18,Varecia_variegata,2,17:15,17:30,110,12,FFR,Kijy,2,11,15,179,NA,NA,NA
12/3/18,Varecia_variegata,2,10:20,10:24,139,19,FFR,Rotramena,3,4,20,78,NA,NA,NA
12/3/18,Varecia_variegata,2,12:02,12:04,142,12,FFR,Rotramena,3,4,15,98,NA,NA,NA
12/3/18,Varecia_variegata,2,12:06,12:11,142,11,FFR,Rotramena,3,5,15,98,NA,NA,NA
12/3/18,Varecia_variegata,2,12:11,12:15,142,15,FFR,Rotramena,3,15,15,98,NA,NA,NA
12/3/18,Varecia_variegata,2,12:46,12:51,142,13,FFR,Rotramena,3,14,15,98,NA,NA,NA
12/3/18,Varecia_variegata,2,13:02,13:03,142,13,FFR,Rotramena,3,3,15,98,NA,NA,NA
12/3/18,Varecia_variegata,2,13:20,13:21,142,14,FFR,Rotramena,3,4,15,98,NA,NA,NA
12/3/18,Varecia_variegata,2,15:45,16:00,135,18,FFR,Rotramena,1,4,24,NA,NA,NA,NA
12/4/18,Varecia_variegata,2,13:37,13:55,142,14,FFR,Rotramena,3,7,15,98,NA,NA,NA
12/4/18,Varecia_variegata,2,14:30,14:55,145,17,FFR,Rotramena,4,11,19,100.1,NA,NA,NA
12/5/18,Varecia_variegata,2,11:50,12:15,147,18,FFR,Rotramena,4,9,20,83,NA,NA,NA
12/5/18,Varecia_variegata,2,12:40,12:53,148,20,FFR,Rotramena,3,4,21,87,NA,NA,NA
12/5/18,Varecia_variegata,2,13:00,13:36,148,19,FFR,Rotramena,3,18,21,87,NA,NA,NA
12/5/18,Varecia_variegata,2,17:08,17:23,142,14,FFR,Rotramena,3,5,15,98,NA,NA,NA
1/9/19,Varecia_variegata,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/10/19,Varecia_variegata,3,10:00,10:06,1221,16,FFR,Kijy,3,21,19,121,NA,NA,NA
1/10/19,Varecia_variegata,3,10:35,10:37,1221,17,FFR,Kijy,3,11,19,121,NA,NA,NA
1/11/19,Varecia_variegata,3,10:01,10:15,1225,19,FFR,Rotramena,2,31,21,160,NA,NA,NA
1/11/19,Varecia_variegata,3,10:32,10:34,1225,19,FFR,Rotramena,2,17,21,160,NA,NA,NA
1/11/19,Varecia_variegata,3,11:40,11:45,1226,16,FFR,Kijy,3,23,18,120.5,NA,NA,NA
1/12/19,Varecia_variegata,3,9:43,9:45,1230,16,FFR,Robary,3,25,18,90.5,NA,NA,NA
1/12/19,Varecia_variegata,3,9:48,9:50,1231,19,FYL,Ambavy,NA,NA,20,NA,NA,NA,17
1/12/19,Varecia_variegata,3,10:20,10:30,1230,17,FFR,Robary,3,9,18,90.5,NA,NA,NA
1/14/19,Varecia_variegata,3,16:17,16:53,1230,16,FFR,Robary,3,29,18,90.5,NA,NA,NA
1/15/19,Varecia_variegata,3,14:00,14:39,NA,17,FFR,Robary,2,24,19,81.6,NA,NA,NA
1/16/19,Varecia_variegata,3,9:20,9:32,1235,13,FFR,Tavolo,1,14,16,80.4,NA,NA,NA
1/16/19,Varecia_variegata,3,9:32,9:39,1235,16,FFR,Vahy,4,33,NA,NA,NA,NA,NA
1/16/19,Varecia_variegata,3,9:41,9:49,1235,19,FFR,Vahy,4,8,NA,NA,NA,NA,NA
1/16/19,Varecia_variegata,3,9:51,10:00,1236,14,FL,Voambalandina,NA,NA,NA,NA,NA,NA,14
1/16/19,Varecia_variegata,3,10:18,10:30,1238,18,FFR,Vahy,3,9,NA,NA,,,
1/16/19,Varecia_variegata,3,10:35,10:43,1239,18,FL,Voambalandina,NA,NA,NA,NA,NA,NA,NA
1/16/19,Varecia_variegata,3,10:43,10:52,1241,10,FFR,Fandramananana,1,18,12,25.9,,,
1/16/19,Varecia_variegata,3,11:05,11:30,1243,17,FYL,Ambavy,NA,NA,18,NA,NA,NA,18
1/17/29,Varecia_variegata,3,15:00,16:00,1235,15,FFR,Tavolo,1,49,16,80.4,NA,NA,NA
1/17/29,Varecia_variegata,3,16:00,16:36,1235,19,FFR,Vahy,NA,38,NA,NA,NA,NA,NA
1/18/19,Varecia_variegata,3,12:00,12:30,1235,14,FFR,Tavolo,1,21,16,80.4,NA,NA,NA
1/18/19,Varecia_variegata,3,13:00,13:25,1235,18,FFR,Vahy,NA,17,NA,NA,NA,NA,NA
1/18/19,Varecia_variegata,3,15:30,15:45,NA,13,FW,Varongy,,,,,NA,NA,NA
1/18/19,Varecia_variegata,3,16:30,16:37,NA,14,FFR,Longotra,1,2,18,90.9,NA,NA,NA
1/19/19,Varecia_variegata,3,13:36,14:00,NA,14,FW,Varongy,,,,,NA,NA,NA
1/19/19,Varecia_variegata,3,14:15,14:49,NA,16,FFR,Vahy,NA,33,NA,NA,NA,NA,NA
1/19/19,Varecia_variegata,3,15:30,16:00,NA,16,FYL,Ambavy,NA,64,18,NA,NA,NA,NA
1/19/19,Varecia_variegata,3,16:30,17:11,NA,17,FFR,Tavolo,2,24,19,98.3,NA,NA,NA
1/21/19,Varecia_variegata,3,15:30,15:45,NA,17,FYL,Ambavy,NA,NA,19,117,NA,NA,56
1/21/19,Varecia_variegata,3,16:06,16:15,NA,16,FFR,Tavolo,2,22,18,117,NA,NA,NA
1/22/19,Varecia_variegata,3,13:21,13:30,NA,16,FFR,Afotra_malama,3,65,17,57.6,NA,NA,NA
1/22/19,Varecia_variegata,3,15:24,15:27,NA,17,FFR,Robary,3,47,19,80.1,NA,NA,NA
1/22/19,Varecia_variegata,3,16:30,16:45,NA,18,FFR,Robary,3,21,19,80.1,NA,NA,NA
1/22/19,Varecia_variegata,3,17:32,17:45,NA,15,FFR,Fandramananana,2,9,17,49.5,NA,NA,NA
1/23/19,Varecia_variegata,3,19:33,10:45,NA,17,FFR,Tavolo,2,34,19,114,NA,NA,NA
1/23/19,Varecia_variegata,3,12:56,13:00,NA,15,FW,Rotra,,,,,NA,NA,NA
1/23/19,Varecia_variegata,3,14:15,14:30,1250,19,FFR,Longotra,3,5,20,170,NA,NA,NA
1/23/19,Varecia_variegata,3,16:29,16:30,1251,18,FYL,Ambavy,NA,NA,20,120,NA,NA,79
1/23/19,Varecia_variegata,3,17:15,17:18,1251,17,FYL,Ambavy,NA,NA,20,120,NA,NA,37
1/24/19,Varecia_variegata,3,11:15,11:30,1235,15,FFR,Tavolo,2,28,16,80.4,3,NA,NA
1/24/19,Varecia_variegata,3,11:36,11:38,1235,18,FFR,Vahy,NA,49,NA,NA,NA,NA,NA
1/24/19,Varecia_variegata,3,13:35,13:40,1254,17,FFR,Rotramena,1,12,18,70.4,NA,NA,NA
1/24/19,Varecia_variegata,3,16:14,16:15,1255,15,FW,Ampana,NA,NA,NA,NA,NA,NA,NA
1/24/19,Varecia_variegata,3,16:20,16:30,1255,15,FW,Ampana,NA,NA,NA,NA,NA,NA,NA
1/24/19,Varecia_variegata,3,16:30,16:33,1255,16,FYL,Hazompoza,NA,NA,18,NA,NA,NA,95
1/24/19,Varecia_variegata,3,16:55,17:00,1255,16,FYL,Hazompoza,NA,NA,18,NA,NA,NA,38
1/25/19,Varecia_variegata,3,12:25,12:30,1256,18,FFR,Kijy_rano,3,82,20,80.8,NA,NA,NA
1/25/19,Varecia_variegata,3,13:09,13:15,1256,18,FFR,Kijy_rano,3,22,20,80.8,NA,NA,NA
1/25/19,Varecia_variegata,3,13:55,14:00,1257,16,FFR,Robary,2,48,18,73.8,NA,NA,NA
1/25/19,Varecia_variegata,3,14:39,14:45,1257,16,FFR,Robary,2,19,18,73.8,NA,NA,NA
1/25/19,Varecia_variegata,3,15:21,15:30,1258,14,FW,Rotra,NA,NA,NA,NA,NA,NA,NA
1/25/19,Varecia_variegata,3,16:40,16:45,1259,15,FYL,Etatra,NA,NA,17,NA,NA,NA,52
1/26/19,Varecia_variegata,3,14:30,14:33,1261,16,FFR,Longotra,2,37,18,78.1,NA,NA,NA
1/26/19,Varecia_variegata,3,15:15,15:30,1261,15,FFR,Longotra,2,19,18,18.1,NA,NA,NA
1/26/19,Varecia_variegata,3,16:13,16:15,1262,14,FW,Hazondomoina,,,,,NA,NA,NA
1/26/19,Varecia_variegata,3,17:00,17:15,1257,16,FFR,Robary,3,43,18,73.8,NA,NA,NA
1/26/19,Varecia_variegata,3,17:35,17:45,1257,16,FFR,Robary,2,17,18,73.8,NA,NA,NA
1/28/19,Varecia_variegata,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1/29/19,Varecia_variegata,3,12:27,13:00,1255,17,FYL,Ampana,NA,NA,19,NA,NA,NA,64
1/29/19,Varecia_variegata,3,14:00,14:37,NA,16,FFR,Tavolo,1,17,18,44.5,NA,NA,NA
1/30/19,Varecia_variegata,3,14:36,15:18,1255,17,FYL,Ampana,NA,NA,18,NA,NA,NA,64
1/31/19,Varecia_variegata,3,9:13,9:30,1255,18,FYL,Ampana,NA,NA,19,NA,NA,NA,68
1/31/19,Varecia_variegata,3,10:55,11:15,1235,16,FFR,Tavolo,1,9,16,80.4,,,
1/31/19,Varecia_variegata,3,11:23,11:34,1235,19,FFR,Vahy,NA,NA,NA,NA,NA,NA,NA
1/31/19,Varecia_variegata,3,13:13,13:15,NA,15,FW,Varongy,NA,NA,NA,NA,NA,NA,NA
2/1/19,Varecia_variegata,3,8:45,9:08,1255,16,FYL,Hazompoza,NA,NA,18,NA,NA,NA,27
2/1/19,Varecia_variegata,3,10:50,11:00,NA,15,FW,Varongy,,,,,NA,NA,NA
2/2/19,Varecia_variegata,3,9:06,9:15,164,20,FFR,NA,4,22,23,126.5,NA,NA,NA
2/2/19,Varecia_variegata,3,9:23,9:30,164,20,FFR,NA,4,23,23,126.5,NA,NA,NA
2/2/19,Varecia_variegata,3,9:31,9:38,164,20,FFR,NA,4,22,23,126.5,NA,NA,NA
2/2/19,Varecia_variegata,3,10:07,10:15,164,18,FUFR,Vahy,NA,1,NA,NA,NA,NA,NA
2/2/19,Varecia_variegata,3,10:27,10:15,164,21,FFR,NA,4,43,23,126.5,NA,NA,NA
2/2/19,Varecia_variegata,3,10:45,11:00,164,22,FFR,NA,4,61,23,126.5,NA,NA,NA
2/2/19,Varecia_variegata,3,14:00,14:06,165,14,FFR,Dintimena,2,3,17,196,NA,NA,NA
2/2/19,Varecia_variegata,3,14:13,14:15,165,16,FFR,Dintimena,2,11,17,196,NA,NA,NA
2/2/19,Varecia_variegata,3,14:15,14:49,164,22,FFR,Oditrovy,4,134,23,126.5,7,NA,NA
2/2/19,Varecia_variegata,3,15:09,15:51,164,21,FFR,Oditrovy,4,112,23,126.5,NA,NA,NA
2/6/19,Varecia_variegata,3,15:13,15:15,169,17,FFR,Vahy,NA,9,NA,NA,NA,NA,NA
2/6/19,Varecia_variegata,3,15:29,15:35,169,16,FFR,Vahy,NA,16,NA,NA,NA,NA,NA
2/6/19,Varecia_variegata,3,16:07,16:15,171,20,FFR,Ravanaka,1,4,22,80.4,NA,NA,NA
2/7/19,Varecia_variegata,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
2/8/19,Varecia_variegata,3,14:00,14:33,174,19,FYL,Kijy_rano,NA,NA,NA,NA,NA,NA,79
2/9/19,Varecia_variegata,3,7:40,7:47,178,17,FFR,Nanto,4,17,19,91.4,NA,NA,NA
2/9/19,Varecia_variegata,3,14:40,15:09,181,17,FFR,Rotramena,3,34,19,94.7,NA,NA,NA
2/9/19,Varecia_variegata,3,15:15,15:34,181,18,FFR,Rotramena,3,29,19,94.7,NA,NA,NA
2/11/19,Varecia_variegata,3,16:47,16:56,185,17,FFR,Vahy,3,32,NA,,NA,NA,NA
2/11/19,Varecia_variegata,3,17:26,17:30,186,18,FFR,Rotramena,2,2,23,178.1,NA,NA,NA
2/11/19,Varecia_variegata,3,17:38,17:45,187,17,FYL,Menahia,NA,NA,NA,NA,NA,NA,5
2/12/19,Varecia_variegata,3,13:41,14:06,184,18,FFR,Rotramena,2,44,20,68.7,NA,NA,NA
2/12/19,Varecia_variegata,3,15:30,16:09,189,19,FFR,Vahy,3,57,NA,NA,NA,NA,NA
